,,,,,,,,,Grand Total,Grand Total,Grand Total,Grand Total,Grand Total,Grand Total,Grand Total,,
Document #,Date,Customer,Invoice due,SKU,Product,Product additional attribute 1,Currency,Sales representative,Quantity,Amount,Tax,Total,Base currency total,Base currency tax,Base currency amount,TYPE,Lamp
IN-32363,20-Dec-23,SAS Capital Private Limited ( CI4892022 ),20-Dec-2023,P-UNI-3-E-1W12V,PARTS LED 1W 12V FOR PRO & ECO (2600K),,AUD,Mitch Kerr,5,96.00,0.00,96.00,96.00,0.00,96.00,Parts,Non - Lamp
IN-32363,20-Dec-23,SAS Capital Private Limited ( CI4892022 ),20-Dec-2023,SP-UNI-3-E-PRO,SPARE PARTS BATTERY V4 6 CELLS PRO,,AUD,Mitch Kerr,12,"1,448.64",0.00,"1,448.64","1,448.64",0.00,"1,448.64",Spare Parts,Non - Lamp
IN-32364,20-Dec-23,GreenChance Inc.,20-Dec-2023,C204-US,TROLLEY SMALL MOULDED 24 W/US PLUG,C203,USD,Bim Blake,1,902.28,0.00,902.28,"1,334.68",0.00,"1,334.68",Finished Goods,Non - Lamp
IN-32364,20-Dec-23,GreenChance Inc.,20-Dec-2023,C205-US,TROLLEY LARGE MOULDED 48 W/US PLUG,C205,USD,Bim Blake,3,"5,111.46",0.00,"5,111.46","7,561.02",0.00,"7,561.02",Finished Goods,Non - Lamp
IN-32364,20-Dec-23,GreenChance Inc.,20-Dec-2023,CVCPUAB,LAMP VICTORIA AGED BRASS PLEATED SILK SHADE UNO,,USD,Bim Blake,127,"36,435.03",0.00,"36,435.03","53,895.79",0.00,"53,895.79",Finished Goods,Lamp
IN-32364,20-Dec-23,GreenChance Inc.,20-Dec-2023,Ex-Factory Production Charge for Crate,EX-FACTORY PRODUCTION CHARGE FOR CRATE,,USD,Bim Blake,4,880.00,0.00,880.00,"1,301.72",0.00,"1,301.72",Other,Non - Lamp
IN-32364,20-Dec-23,GreenChance Inc.,20-Dec-2023,FREIGHT-INT,FREIGHT - INTERNATIONAL,,USD,Bim Blake,1,"5,988.00",0.00,"5,988.00","8,857.63",0.00,"8,857.63",Freight,Non - Lamp
IN-32365,20-Dec-23,Martin Brudnizki Design Studio,20-Dec-2023,FREIGHT-INT,FREIGHT - INTERNATIONAL,,AUD,Mitch Kerr,1,0.00,0.00,0.00,0.00,0.00,0.00,Freight,Non - Lamp
IN-32365,20-Dec-23,Martin Brudnizki Design Studio,20-Dec-2023,Misc.,MISCELLANEOUS,,AUD,Mitch Kerr,1,0.00,0.00,0.00,0.00,0.00,0.00,Other,Non - Lamp
IN-32366,20-Dec-23,Bridge Street Group t/as Whalebridge,20-Dec-2023,CIR85UWH,LAMP ICE ROUND 85 UNO,CL001U,AUD,Mitch Kerr,5,"1,012.25",101.23,"1,113.48","1,113.48",101.23,"1,012.25",Finished Goods,Lamp
IN-32366,20-Dec-23,Bridge Street Group t/as Whalebridge,20-Dec-2023,CTC,CUSTOMER TO COLLECT,,AUD,Mitch Kerr,1,0.00,0.00,0.00,0.00,0.00,0.00,Other,Non - Lamp
IN-32367,20-Dec-23,Anyday,20-Dec-2023,C203-AU,TRAY MOULDED 12 W/AU PLUG (TYPE I),C203,AUD,Mitch Kerr,1,609.00,60.90,669.90,669.90,60.90,609.00,Finished Goods,Non - Lamp
IN-32367,20-Dec-23,Anyday,20-Dec-2023,CCO1CUSBK,LAMP COOEE 1C SANDBLASTED BLACK UNO,CL031UBK,AUD,Mitch Kerr,10,"2,230.00",223.00,"2,453.00","2,453.00",223.00,"2,230.00",Finished Goods,Lamp
IN-32367,20-Dec-23,Anyday,20-Dec-2023,FREIGHT-AUS,FREIGHT - DOMESTIC,,AUD,Mitch Kerr,1,56.64,5.66,62.30,62.30,5.66,56.64,Other,Non - Lamp
IN-32369,20-Dec-23,THE GREAT EASTERN SHIPPING COMPANY LIMITED,20-Dec-2023,C202,BASE STATION + 15W CHARGER,C202,AUD,Mitch Kerr,2,104.00,0.00,104.00,104.00,0.00,104.00,Finished Goods,Non - Lamp
IN-32369,20-Dec-23,THE GREAT EASTERN SHIPPING COMPANY LIMITED,20-Dec-2023,C207-EURO,TRAY MOULDED 4 W/EURO PLUG (TYPE C),C207,AUD,Mitch Kerr,2,566.00,0.00,566.00,566.00,0.00,566.00,Finished Goods,Non - Lamp
IN-32369,20-Dec-23,THE GREAT EASTERN SHIPPING COMPANY LIMITED,20-Dec-2023,CEGOPWH,LAMP EGG ORIGINAL PRO,,AUD,Mitch Kerr,6,"1,956.00",0.00,"1,956.00","1,956.00",0.00,"1,956.00",Finished Goods,Lamp
IN-32369,20-Dec-23,THE GREAT EASTERN SHIPPING COMPANY LIMITED,20-Dec-2023,FREIGHT-INT,FREIGHT - INTERNATIONAL,,AUD,Mitch Kerr,1,210.06,0.00,210.06,210.06,0.00,210.06,Freight,Non - Lamp
IN-32370,21-Dec-23,NEOZ,21-Dec-2023,P-BL-4-M-002,PART BELLINGEN GLASS BRASS NUT LACQUERED,,AUD,Lily Pan,2,0.00,0.00,0.00,0.00,0.00,0.00,Parts,Non - Lamp
IN-32370,21-Dec-23,NEOZ,21-Dec-2023,P-BL-4-P-001,PARTS TUBE FOR BELLINGEN GLASS/VICTORIA GLASS,,AUD,Lily Pan,10,0.00,0.00,0.00,0.00,0.00,0.00,Parts,Non - Lamp
IN-32370,21-Dec-23,NEOZ,21-Dec-2023,P-CL-4-P-002,PARTS COLLINS DIFFUSER,,AUD,Lily Pan,5,0.00,0.00,0.00,0.00,0.00,0.00,Parts,Non - Lamp
IN-32370,21-Dec-23,NEOZ,21-Dec-2023,Z-LH-1-P-V45-33-W,PARTS TR LAMP HOLDER EXTENSION V4.5 33MM WHITE,,AUD,Lily Pan,20,0.00,0.00,0.00,0.00,0.00,0.00,Parts,Non - Lamp
IN-32370,21-Dec-23,NEOZ,21-Dec-2023,Z-LH-1-P-V45-66-W,PARTS TR LAMP HOLDER EXTENSION V4.5 66MM WHITE,,AUD,Lily Pan,20,0.00,0.00,0.00,0.00,0.00,0.00,Parts,Non - Lamp
IN-32371,21-Dec-23,Raja Sydney,21-Dec-2023,FREIGHT-AUS,FREIGHT - DOMESTIC,,AUD,Mitch Kerr,1,35.68,3.57,39.25,39.25,3.57,35.68,Other,Non - Lamp
IN-32371,21-Dec-23,Raja Sydney,21-Dec-2023,SA-BL-4-G-003,GREEN GLASS SHADE FOR BELLINGEN/VICTORIA SUB ASSEMBLY,,AUD,Mitch Kerr,2,155.20,15.52,170.72,170.72,15.52,155.20,Sub Assembly,Non - Lamp
IN-32372,21-Dec-23,Ballynahinch Castle Hotel,21-Dec-2023,CVCSUAB,LAMP VICTORIA AGED BRASS COTTON SHADE UNO,,AUD,Mitch Kerr,4,"2,200.00",0.00,"2,200.00","2,200.00",0.00,"2,200.00",Finished Goods,Lamp
IN-32372,21-Dec-23,Ballynahinch Castle Hotel,21-Dec-2023,FREIGHT-INT,FREIGHT - INTERNATIONAL,,AUD,Mitch Kerr,1,204.79,0.00,204.79,204.79,0.00,204.79,Freight,Non - Lamp
IN-32373,21-Dec-23,Billsons Beverages,21-Dec-2023,C203-AU,TRAY MOULDED 12 W/AU PLUG (TYPE I),C203,AUD,Mitch Kerr,1,548.10,54.81,602.91,602.91,54.81,548.10,Finished Goods,Non - Lamp
IN-32373,21-Dec-23,Billsons Beverages,21-Dec-2023,CCO1CUBR,LAMP COOEE 1C BRASS UNO,CL031UB,AUD,Mitch Kerr,12,"2,656.80",265.68,"2,922.48","2,922.48",265.68,"2,656.80",Finished Goods,Lamp
IN-32373,21-Dec-23,Billsons Beverages,21-Dec-2023,FREIGHT-AUS,FREIGHT - DOMESTIC,,AUD,Mitch Kerr,1,56.64,5.66,62.30,62.30,5.66,56.64,Other,Non - Lamp
IN-32374,21-Dec-23,Rayos Ltd,21-Dec-2023,C203-US,TRAY MOULDED 12 W/US PLUG (TYPE A),C203,AUD,Mitch Kerr,2,872.00,0.00,872.00,872.00,0.00,872.00,Finished Goods,Non - Lamp
IN-32374,21-Dec-23,Rayos Ltd,21-Dec-2023,CCO2CUSB,LAMP COOEE 2C SANDBLASTED BRONZE UNO,CL033UAB,AUD,Mitch Kerr,20,"3,200.00",0.00,"3,200.00","3,200.00",0.00,"3,200.00",Finished Goods,Lamp
IN-32374,21-Dec-23,Rayos Ltd,21-Dec-2023,FREIGHT-INT,FREIGHT - INTERNATIONAL,,AUD,Mitch Kerr,1,0.00,0.00,0.00,0.00,0.00,0.00,Freight,Non - Lamp
IN-32374,21-Dec-23,Rayos Ltd,21-Dec-2023,P-UNI-9-F-002,6 LAMP CARRY BAG,,AUD,Mitch Kerr,2,51.60,0.00,51.60,51.60,0.00,51.60,Packaging,Non - Lamp
IN-32375,21-Dec-23,Six Points Alfriston Ltd,21-Dec-2023,FREIGHT-INT,FREIGHT - INTERNATIONAL,,GBP,Mitch Kerr,1,100.95,0.00,100.95,189.03,0.00,189.03,Freight,Non - Lamp
IN-32375,21-Dec-23,Six Points Alfriston Ltd,21-Dec-2023,SA-ALS-7-WH-01,ALBERT  COTTON SHADE SUB ASSEMBLY,,GBP,Mitch Kerr,6,286.02,0.00,286.02,535.58,0.00,535.58,Sub Assembly,Non - Lamp
IN-32376,21-Dec-23,Matters and Made,21-Dec-2023,C206-AU,TROLLEY MEDIUM MOULDED 36 W/AU PLUG,C205,AUD,Mitch Kerr,1,"2,486.00",248.60,"2,734.60","2,734.60",248.60,"2,486.00",Finished Goods,Non - Lamp
IN-32376,21-Dec-23,Matters and Made,21-Dec-2023,CCO1CUSBK,LAMP COOEE 1C SANDBLASTED BLACK UNO,CL031UBK,AUD,Mitch Kerr,64,"14,272.00","1,427.20","15,699.20","15,699.20","1,427.20","14,272.00",Finished Goods,Lamp
IN-32376,21-Dec-23,Matters and Made,21-Dec-2023,FREIGHT-AUS,FREIGHT - DOMESTIC,,AUD,Mitch Kerr,1,149.56,14.96,164.52,164.52,14.96,149.56,Other,Non - Lamp
IN-32377,21-Dec-23,Saint Peter,21-Dec-2023,C203-AU,TRAY MOULDED 12 W/AU PLUG (TYPE I),C203,AUD,Mitch Kerr,1,0.00,0.00,0.00,0.00,0.00,0.00,Finished Goods,Non - Lamp
IN-32377,21-Dec-23,Saint Peter,21-Dec-2023,Misc.,MISCELLANEOUS,,AUD,Mitch Kerr,1,0.00,0.00,0.00,0.00,0.00,0.00,Other,Non - Lamp
IN-32378,21-Dec-23,Guru Projects,21-Dec-2023,C206-AU,TROLLEY MEDIUM MOULDED 36 W/AU PLUG,C205,AUD,Bim Blake,1,"2,486.00",248.60,"2,734.60","2,734.60",248.60,"2,486.00",Finished Goods,Non - Lamp
IN-32378,21-Dec-23,Guru Projects,21-Dec-2023,CBLAU,LAMP BELLINGEN AUTUMN UNO,CBLAU,AUD,Bim Blake,30,"14,130.00","1,413.00","15,543.00","15,543.00","1,413.00","14,130.00",Finished Goods,Lamp
IN-32378,21-Dec-23,Guru Projects,21-Dec-2023,FREIGHT-AUS,FREIGHT - DOMESTIC,,AUD,Bim Blake,1,136.00,13.60,149.60,149.60,13.60,136.00,Other,Non - Lamp
IN-32379,22-Dec-23,Lawrence & Hanson Castle Hill,22-Dec-2023,C202,BASE STATION + 15W CHARGER,C202,AUD,Mitch Kerr,2,104.00,10.40,114.40,114.40,10.40,104.00,Finished Goods,Non - Lamp
IN-32379,22-Dec-23,Lawrence & Hanson Castle Hill,22-Dec-2023,C204-AU,TROLLEY SMALL MOULDED 24 W/AU PLUG,C203,AUD,Mitch Kerr,1,"1,726.00",172.60,"1,898.60","1,898.60",172.60,"1,726.00",Finished Goods,Non - Lamp
IN-32379,22-Dec-23,Lawrence & Hanson Castle Hill,22-Dec-2023,CCO2CUSL,LAMP COOEE 2C SILVER UNO,CL033UA,AUD,Mitch Kerr,26,"5,798.00",579.80,"6,377.80","6,377.80",579.80,"5,798.00",Finished Goods,Lamp
IN-32379,22-Dec-23,Lawrence & Hanson Castle Hill,22-Dec-2023,FREIGHT-AUS,FREIGHT - DOMESTIC,,AUD,Mitch Kerr,1,108.00,10.80,118.80,118.80,10.80,108.00,Other,Non - Lamp
IN-32380,22-Dec-23,Russell Sage Studio Ltd,22-Dec-2023,C203-UK,TRAY MOULDED 12 W/UK PLUG (TYPE G),C203,AUD,Mitch Kerr,2,"1,218.00",0.00,"1,218.00","1,218.00",0.00,"1,218.00",Finished Goods,Non - Lamp
IN-32380,22-Dec-23,Russell Sage Studio Ltd,22-Dec-2023,CMANPUBR,LAMP MANHATTAN BRASS UNLACQUERED PLEATED SILK SHADE UNO,CMANPUBR,AUD,Mitch Kerr,18,"10,170.00",0.00,"10,170.00","10,170.00",0.00,"10,170.00",Finished Goods,Lamp
IN-32380,22-Dec-23,Russell Sage Studio Ltd,22-Dec-2023,FREIGHT-INT,FREIGHT - INTERNATIONAL,,AUD,Mitch Kerr,1,682.31,0.00,682.31,682.31,0.00,682.31,Freight,Non - Lamp
IN-32381,22-Dec-23,"Exportaciones Diez, S.A DE C.V.",22-Dec-2023,C205-AU,TROLLEY LARGE MOULDED 48 W/AU PLUG,C205,AUD,Mitch Kerr,2,"6,195.90",0.00,"6,195.90","6,195.90",0.00,"6,195.90",Finished Goods,Non - Lamp
IN-32381,22-Dec-23,"Exportaciones Diez, S.A DE C.V.",22-Dec-2023,CVCPUAB,LAMP VICTORIA AGED BRASS PLEATED SILK SHADE UNO,,AUD,Mitch Kerr,34,"17,765.00",0.00,"17,765.00","17,765.00",0.00,"17,765.00",Finished Goods,Lamp
IN-32381,22-Dec-23,"Exportaciones Diez, S.A DE C.V.",22-Dec-2023,CVCUAB,LAMP VICTORIA AGED BRASS NO SHADE UNO,,AUD,Mitch Kerr,37,"17,012.60",0.00,"17,012.60","17,012.60",0.00,"17,012.60",Finished Goods,Lamp
IN-32381,22-Dec-23,"Exportaciones Diez, S.A DE C.V.",22-Dec-2023,Ex-Factory Production Charge for Crate,EX-FACTORY PRODUCTION CHARGE FOR CRATE,,AUD,Mitch Kerr,2,440.00,0.00,440.00,440.00,0.00,440.00,Other,Non - Lamp
IN-32381,22-Dec-23,"Exportaciones Diez, S.A DE C.V.",22-Dec-2023,FREIGHT-INT,FREIGHT - INTERNATIONAL,,AUD,Mitch Kerr,1,"3,459.44",0.00,"3,459.44","3,459.44",0.00,"3,459.44",Freight,Non - Lamp
IN-32382,04-Dec-23,SHG Facilities Management LLC,04-Dec-2023,CAPEXUBR,LAMP APEX BRASS UNO,,AUD,Bim Blake,24,"7,905.60",0.00,"7,905.60","7,905.60",0.00,"7,905.60",Finished Goods,Lamp
IN-32382,04-Dec-23,SHG Facilities Management LLC,04-Dec-2023,FREIGHT-INT,FREIGHT - INTERNATIONAL,,AUD,Bim Blake,1,776.00,0.00,776.00,776.00,0.00,776.00,Freight,Non - Lamp
IN-32383,22-Dec-23,Jamuna Restaurant (London) Ltd,22-Dec-2023,FREIGHT-INT,FREIGHT - INTERNATIONAL,,GBP,Mitch Kerr,1,32.80,0.00,32.80,61.36,0.00,61.36,Freight,Non - Lamp
IN-32383,22-Dec-23,Jamuna Restaurant (London) Ltd,22-Dec-2023,P-UNI-3-E-1W3V,PARTS LED 1W 3.7V FOR UNO (2600K),,GBP,Mitch Kerr,12,135.96,0.00,135.96,254.35,0.00,254.35,Parts,Non - Lamp
IN-32384,25-Dec-23,Qianyi Li,25-Dec-2023,SCO3USBK,SET COOEE 3 SANDBLASTED BLACK UNO,C034UPBK,AUD,Online (Shopify),1,341.82,34.18,376.00,376.00,34.18,341.82,Finished Goods,Lamp
IN-32384,25-Dec-23,Qianyi Li,25-Dec-2023,Shipping - Standard,Shipping - Standard,,AUD,Online (Shopify),1,18.18,1.82,20.00,20.00,1.82,18.18,Service,Non - Lamp
IN-32385,26-Dec-23,Damien Singh,26-Dec-2023,SCO2CUSBK,SET COOEE 2C SANDBLASTED BLACK UNO,C033UBK,AUD,Online (Shopify),1,341.82,34.18,376.00,376.00,34.18,341.82,Finished Goods,Lamp
IN-32385,26-Dec-23,Damien Singh,26-Dec-2023,Shipping - Standard,Shipping - Standard,,AUD,Online (Shopify),1,18.18,1.82,20.00,20.00,1.82,18.18,Service,Non - Lamp
IN-32386,26-Dec-23,ANDREW ROUBICEK,26-Dec-2023,DISC,DISCOUNT,,AUD,Online (Shopify),1,-16.53,-1.65,-18.18,-18.18,-1.65,-16.53,Service,Non - Lamp
IN-32386,26-Dec-23,ANDREW ROUBICEK,26-Dec-2023,SCO2CUBR,SET COOEE 2C BRASS UNO,C033UB,AUD,Online (Shopify),2,741.82,74.18,816.00,816.00,74.18,741.82,Finished Goods,Lamp
IN-32386,26-Dec-23,ANDREW ROUBICEK,26-Dec-2023,Shipping - Standard,Shipping - Standard,,AUD,Online (Shopify),1,16.53,1.65,18.18,18.18,1.65,16.53,Service,Non - Lamp
IN-32387,28-Dec-23,Catherine Johns,28-Dec-2023,SEGOUWH,SET EGG ORIGINAL UNO,C016U,AUD,Online (Shopify),1,343.64,34.36,378.00,378.00,34.36,343.64,Finished Goods,Lamp
IN-32387,28-Dec-23,Catherine Johns,28-Dec-2023,Shipping - Standard,Shipping - Standard,,AUD,Online (Shopify),1,18.18,1.82,20.00,20.00,1.82,18.18,Service,Non - Lamp
IN-32388,28-Dec-23,Matt Tucker,28-Dec-2023,SCO3CUCP,SET COOEE 3C COPPER UNO,C035UC,AUD,Online (Shopify),1,370.91,37.09,408.00,408.00,37.09,370.91,Finished Goods,Lamp
IN-32388,28-Dec-23,Matt Tucker,28-Dec-2023,Shipping - Standard,Shipping - Standard,,AUD,Online (Shopify),1,18.18,1.82,20.00,20.00,1.82,18.18,Service,Non - Lamp
IN-32389,31-Dec-23,Ian Sambell,31-Dec-2023,DISC,DISCOUNT,,AUD,Online (Shopify),1,-16.53,-1.65,-18.18,-18.18,-1.65,-16.53,Service,Non - Lamp
IN-32389,31-Dec-23,Ian Sambell,31-Dec-2023,P-UNI-3-E-1W3V-02,PARTS LED 1W 3.7V WARM FOR UNO (1800K),,AUD,Online (Shopify),1,23.64,2.36,26.00,26.00,2.36,23.64,Parts,Non - Lamp
IN-32389,31-Dec-23,Ian Sambell,31-Dec-2023,SCO2CUCP,SET COOEE 2C COPPER UNO,C033UC,AUD,Online (Shopify),1,370.91,37.09,408.00,408.00,37.09,370.91,Finished Goods,Lamp
IN-32389,31-Dec-23,Ian Sambell,31-Dec-2023,Shipping - Standard,Shipping - Standard,,AUD,Online (Shopify),1,16.53,1.65,18.18,18.18,1.65,16.53,Service,Non - Lamp
IN-32390,02-Jan-24,Michael Freedman,02-Jan-2024,DISC,DISCOUNT,,AUD,Online (Shopify),1,-16.53,-1.65,-18.18,-18.18,-1.65,-16.53,Service,Non - Lamp
IN-32390,02-Jan-24,Michael Freedman,02-Jan-2024,SGEMSUOP,SET GEM SQUARE OPAL UNO,C023UO,AUD,Online (Shopify),6,"1,445.45",144.55,"1,590.00","1,590.00",144.55,"1,445.45",Finished Goods,Lamp
IN-32390,02-Jan-24,Michael Freedman,02-Jan-2024,Shipping - Standard,Shipping - Standard,,AUD,Online (Shopify),1,16.53,1.65,18.18,18.18,1.65,16.53,Service,Non - Lamp
IN-32391,02-Jan-24,Michelle Cooney,02-Jan-2024,SGEMSUOP,SET GEM SQUARE OPAL UNO,C023UO,AUD,Online (Shopify),1,240.91,24.09,265.00,265.00,24.09,240.91,Finished Goods,Lamp
IN-32391,02-Jan-24,Michelle Cooney,02-Jan-2024,Shipping - Standard,Shipping - Standard,,AUD,Online (Shopify),1,18.18,1.82,20.00,20.00,1.82,18.18,Service,Non - Lamp
IN-32392,03-Jan-24,SALC Lighting Consultants,03-Jan-2024,FREIGHT-INT,FREIGHT - INTERNATIONAL,,EUR,Mitch Kerr,1,0.00,0.00,0.00,0.00,0.00,0.00,Freight,Non - Lamp
IN-32392,03-Jan-24,SALC Lighting Consultants,03-Jan-2024,P-VCS-4-M-007,PARTS RING BRASS M18 FOR VICTORIA ALBERT BELLINGEN,,EUR,Mitch Kerr,5,0.00,0.00,0.00,0.00,0.00,0.00,Parts,Non - Lamp
IN-32393,03-Jan-24,"Scanproducts Co., Ltd.",03-Jan-2024,C204-EURO,TROLLEY SMALL MOULDED 24 W/EURO PLUG,C203,AUD,Bim Blake,1,"1,236.00",0.00,"1,236.00","1,236.00",0.00,"1,236.00",Finished Goods,Non - Lamp
IN-32393,03-Jan-24,"Scanproducts Co., Ltd.",03-Jan-2024,CCO1CUSB,LAMP COOEE 1C SANDBLASTED BRONZE UNO,CL031UAB,AUD,Bim Blake,24,"3,840.00",0.00,"3,840.00","3,840.00",0.00,"3,840.00",Finished Goods,Lamp
IN-32393,03-Jan-24,"Scanproducts Co., Ltd.",03-Jan-2024,CVCPUBR,LAMP VICTORIA BRASS PLEATED SILK SHADE UNO,CL029US,AUD,Bim Blake,24,"8,616.00",0.00,"8,616.00","8,616.00",0.00,"8,616.00",Finished Goods,Lamp
IN-32394,03-Jan-24,Moonich GmbH,03-Jan-2024,CALPUBR,LAMP ALBERT PLEATED SILK SHADE  BRASS UNO,CL026US,AUD,Bim Blake,1,359.00,0.00,359.00,359.00,0.00,359.00,Finished Goods,Lamp
IN-32394,03-Jan-24,Moonich GmbH,03-Jan-2024,FREIGHT-INT,FREIGHT - INTERNATIONAL,,AUD,Bim Blake,1,90.00,0.00,90.00,90.00,0.00,90.00,Freight,Non - Lamp
IN-32395,03-Jan-24,Wynn Design & Development,03-Jan-2024,C203-UK,TRAY MOULDED 12 W/UK PLUG (TYPE G),C203,AUD,Mitch Kerr,1,0.00,0.00,0.00,0.00,0.00,0.00,Finished Goods,Non - Lamp
IN-32395,03-Jan-24,Wynn Design & Development,03-Jan-2024,FREIGHT-INT,FREIGHT - INTERNATIONAL,,AUD,Mitch Kerr,1,0.00,0.00,0.00,0.00,0.00,0.00,Freight,Non - Lamp
IN-32397,03-Jan-24,Purchase Ledger - LW Theatres Group Ltd,03-Jan-2024,FREIGHT-INT,FREIGHT - INTERNATIONAL,,GBP,Mitch Kerr,1,34.80,0.00,34.80,65.06,0.00,65.06,Freight,Non - Lamp
IN-32397,03-Jan-24,Purchase Ledger - LW Theatres Group Ltd,03-Jan-2024,P-UNI-3-E-1W3V,PARTS LED 1W 3.7V FOR UNO (2600K),,GBP,Mitch Kerr,20,226.60,0.00,226.60,423.61,0.00,423.61,Parts,Non - Lamp
IN-32398,03-Jan-24,Jed Rose,03-Jan-2024,C202,BASE STATION + 15W CHARGER,C202,GBP,Mitch Kerr,1,42.48,0.00,42.48,79.41,0.00,79.41,Finished Goods,Non - Lamp
IN-32398,03-Jan-24,Jed Rose,03-Jan-2024,FREIGHT-INT,FREIGHT - INTERNATIONAL,,GBP,Mitch Kerr,1,32.78,0.00,32.78,61.28,0.00,61.28,Freight,Non - Lamp
IN-32399,03-Jan-24,Kinn Collective,03-Jan-2024,C202,BASE STATION + 15W CHARGER,C202,AUD,Bim Blake,2,92.00,0.00,92.00,92.00,0.00,92.00,Finished Goods,Non - Lamp
IN-32399,03-Jan-24,Kinn Collective,03-Jan-2024,C204-UK,TROLLEY SMALL MOULDED 24 W/UK PLUG,C203,AUD,Bim Blake,1,"1,510.00",0.00,"1,510.00","1,510.00",0.00,"1,510.00",Finished Goods,Non - Lamp
IN-32399,03-Jan-24,Kinn Collective,03-Jan-2024,CCO1CUBR,LAMP COOEE 1C BRASS UNO,CL031UB,AUD,Bim Blake,26,"5,564.00",0.00,"5,564.00","5,564.00",0.00,"5,564.00",Finished Goods,Lamp
IN-32399,03-Jan-24,Kinn Collective,03-Jan-2024,Ex-Factory Production Charge for Crate,EX-FACTORY PRODUCTION CHARGE FOR CRATE,,AUD,Bim Blake,1,220.00,0.00,220.00,220.00,0.00,220.00,Other,Non - Lamp
IN-32399,03-Jan-24,Kinn Collective,03-Jan-2024,FREIGHT-INT,FREIGHT - INTERNATIONAL,,AUD,Bim Blake,1,"1,130.00",0.00,"1,130.00","1,130.00",0.00,"1,130.00",Freight,Non - Lamp
IN-32400,03-Jan-24,Armorica,03-Jan-2024,FREIGHT-AUS,FREIGHT - DOMESTIC,,AUD,Bim Blake,1,0.00,0.00,0.00,0.00,0.00,0.00,Other,Non - Lamp
IN-32400,03-Jan-24,Armorica,03-Jan-2024,P-LIZP-4-F-004,PARTS ELIZABETH SILK PLEATED DRUM SHADE,,AUD,Bim Blake,1,0.00,0.00,0.00,0.00,0.00,0.00,Parts,Non - Lamp
IN-32400,03-Jan-24,Armorica,03-Jan-2024,SMANPUBR,SET MANHATTAN BRASS UNLACQUERED PLEATED SILK SHADE UNO,SMANPUBR,AUD,Bim Blake,1,0.00,0.00,0.00,0.00,0.00,0.00,Finished Goods,Lamp
IN-32401,03-Jan-24,GreenChance Inc.,03-Jan-2024,C205-US,TROLLEY LARGE MOULDED 48 W/US PLUG,C205,USD,Bim Blake,1,"1,703.82",0.00,"1,703.82","2,518.18",0.00,"2,518.18",Finished Goods,Non - Lamp
IN-32401,03-Jan-24,GreenChance Inc.,03-Jan-2024,CVCSUAB,LAMP VICTORIA AGED BRASS COTTON SHADE UNO,,USD,Bim Blake,52,"14,172.37",0.00,"14,172.37","20,946.20",0.00,"20,946.20",Finished Goods,Lamp
IN-32401,03-Jan-24,GreenChance Inc.,03-Jan-2024,Ex-Factory Production Charge for Crate,EX-FACTORY PRODUCTION CHARGE FOR CRATE,,USD,Bim Blake,1,220.00,0.00,220.00,325.15,0.00,325.15,Other,Non - Lamp
IN-32401,03-Jan-24,GreenChance Inc.,03-Jan-2024,FREIGHT-INT,FREIGHT - INTERNATIONAL,,USD,Bim Blake,1,"1,190.00",0.00,"1,190.00","1,758.77",0.00,"1,758.77",Freight,Non - Lamp
IN-32401,03-Jan-24,GreenChance Inc.,03-Jan-2024,P-UNI-9-F-001,4 LAMP CARRY BAG,,USD,Bim Blake,2,37.66,0.00,37.66,55.66,0.00,55.66,Packaging,Non - Lamp
IN-32402,03-Jan-24,GreenChance Inc.,03-Jan-2024,C202,BASE STATION + 15W CHARGER,C202,USD,Bim Blake,20,554.80,0.00,554.80,819.97,0.00,819.97,Finished Goods,Non - Lamp
IN-32402,03-Jan-24,GreenChance Inc.,03-Jan-2024,C203-US,TRAY MOULDED 12 W/US PLUG (TYPE A),C203,USD,Bim Blake,4,"1,273.12",0.00,"1,273.12","1,881.62",0.00,"1,881.62",Finished Goods,Non - Lamp
IN-32402,03-Jan-24,GreenChance Inc.,03-Jan-2024,CVCPUBR,LAMP VICTORIA BRASS PLEATED SILK SHADE UNO,CL029US,USD,Bim Blake,20,"4,979.33",0.00,"4,979.33","7,359.25",0.00,"7,359.25",Finished Goods,Lamp
IN-32402,03-Jan-24,GreenChance Inc.,03-Jan-2024,FREIGHT-INT,FREIGHT - INTERNATIONAL,,USD,Bim Blake,1,813.00,0.00,813.00,"1,201.58",0.00,"1,201.58",Freight,Non - Lamp
IN-32402,03-Jan-24,GreenChance Inc.,03-Jan-2024,SP008,SPARE V4 LAMP CONTROL WHITE,,USD,Bim Blake,6,462.54,0.00,462.54,683.62,0.00,683.62,Spare Parts,Non - Lamp
IN-32402,03-Jan-24,GreenChance Inc.,03-Jan-2024,SP01766B,SPARE V4.5 66 LAMP CONTROL BLACK,,USD,Bim Blake,10,814.70,0.00,814.70,"1,204.09",0.00,"1,204.09",Spare Parts,Non - Lamp
IN-32403,03-Jan-24,GreenChance Inc.,03-Jan-2024,C204-US,TROLLEY SMALL MOULDED 24 W/US PLUG,C203,USD,Bim Blake,2,"1,804.56",0.00,"1,804.56","2,667.48",0.00,"2,667.48",Finished Goods,Non - Lamp
